EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,STC,PDT,HDT,FDT,FDS,RTA,SDI,PHT,EHT,GWT,MST,TWT,YIELD
REPLICATED TRIAL,2019,UIUC2019,3,41,3041,1,N1,WPLUS,17.461,ORG1,58,10-Jun,10/19/2019,1.93,1.95,93.74,103.84,255,126,5.89216008,23.5,53.3,105.0013744
REPLICATED TRIAL,2019,UIUC2019,6,5,6005,1,N3,WPLUS,PHHB9*PHM49,UIUC1,64,10-Jun,10/19/2019,1.88,1.93,97.95,108.5,250,135,9.86109008,37.6,57.1,143.3403719
REPLICATED TRIAL,2019,UIUC2019,6,9,6009,1,N3,WPLUS,PHW52*LH185,UIUC7,64,10-Jun,10/19/2019,1.91,1.95,100.87,97.17,260,115,7.33004672,30.4,58.1,118.8433796
REPLICATED TRIAL,2019,UIUC2019,6,13,6013,1,N3,WPLUS,17.461,ORG1,57,10-Jun,10/19/2019,1.92,1.95,98.34,106.84,252,152,7.484268,26,52.8,129.0149569
REPLICATED TRIAL,2019,UIUC2019,6,17,6017,1,N3,WPLUS,59R5,CHECK,60,10-Jun,10/19/2019,1.89,1.94,97.48,107.92,272,122,9.51182424,27.6,61.2,160.4210647
REPLICATED TRIAL,2019,UIUC2019,6,21,6021,1,N3,WPLUS,17.2B24,ORG4,50,10-Jun,10/19/2019,1.93,1.94,105.46,86.34,239,131,7.1213944,32.2,47.9,112.4744152
REPLICATED TRIAL,2019,UIUC2019,6,25,6025,1,N3,WPLUS,PHHB9*PHZ51,UIUC4,68,10-Jun,10/19/2019,1.8,1.91,95.71,106.08,291,145,9.85201824,29.8,57.7,161.1095671
REPLICATED TRIAL,2019,UIUC2019,6,29,6029,1,N3,WPLUS,PHW52*Q381,UIUC8,64,10-Jun,10/19/2019,1.88,1.92,87.69,113.84,259,117,9.31224376,26.4,59.6,159.6581752
REPLICATED TRIAL,2019,UIUC2019,6,33,6033,1,N3,WPLUS,PHHB9*PHW30,UIUC3,66,10-Jun,10/19/2019,1.89,1.95,118.09,106.92,287,135,10.97239048,28.4,57.4,183.0093541
REPLICATED TRIAL,2019,UIUC2019,6,37,6037,1,N3,WPLUS,PHP38*Q381,UIUC6,60,10-Jun,10/19/2019,1.85,1.92,84.55,104.67,252,125,8.79061296,23.8,61,156.038994
REPLICATED TRIAL,2019,UIUC2019,6,41,6041,1,N3,WPLUS,PHHB9*PHR63,UIUC2,67,10-Jun,10/19/2019,1.88,1.94,99.86,104.58,257,140,11.46226984,37.4,59,167.1490732
REPLICATED TRIAL,2019,UIUC2019,8,5,8005,2,N2,WPLUS,PHHB9*PHZ51,UIUC4,65,10-Jun,10/19/2019,1.83,1.92,95.2,114.42,275,125,10.2738588,26.7,56.2,175.4270574
REPLICATED TRIAL,2019,UIUC2019,8,9,8009,2,N2,WPLUS,PHW52*Q381,UIUC8,61,10-Jun,10/19/2019,1.86,1.93,89.2,105.34,235,104,7.45705248,27.5,57.6,125.9401532
REPLICATED TRIAL,2019,UIUC2019,8,13,8013,2,N2,WPLUS,PHHB9*PHM49,UIUC1,55,10-Jun,10/19/2019,1.93,1.96,98.95,90.59,234,109,7.47519616,36.8,55.8,110.0521885
REPLICATED TRIAL,2019,UIUC2019,8,17,8017,2,N2,WPLUS,PHHB9*PHR63,UIUC2,65,10-Jun,10/19/2019,1.92,1.96,86.46,92.17,231,123,7.95600368,37,54.9,116.7601209
REPLICATED TRIAL,2019,UIUC2019,8,21,8021,2,N2,WPLUS,59R5,CHECK,65,10-Jun,10/19/2019,1.91,1.96,104.41,89.17,262,122,6.76759264,27.7,61.1,113.980752
REPLICATED TRIAL,2019,UIUC2019,8,25,8025,2,N2,WPLUS,17.461,ORG1,58,10-Jun,10/19/2019,1.94,1.96,80.28,90.84,238,133,6.40471904,28.5,54.4,106.6756103
REPLICATED TRIAL,2019,UIUC2019,8,29,8029,2,N2,WPLUS,PHW52*LH185,UIUC7,64,10-Jun,10/19/2019,1.91,1.94,86.87,100.75,273,145,7.10325072,35.2,58.7,107.2237918
REPLICATED TRIAL,2019,UIUC2019,8,33,8033,2,N2,WPLUS,PHP38*Q381,UIUC6,63,10-Jun,10/19/2019,1.87,1.93,87.33,101.17,246,123,7.86074936,25.3,59.6,136.7866023
REPLICATED TRIAL,2019,UIUC2019,8,37,8037,2,N2,WPLUS,PHHB9*PHW30,UIUC3,66,10-Jun,10/19/2019,1.89,1.94,104.58,113.67,283,137,11.12661176,29.9,59.9,181.6937397
REPLICATED TRIAL,2019,UIUC2019,8,41,8041,2,N2,WPLUS,17.2B24,ORG4,63,10-Jun,10/19/2019,1.92,1.94,101.98,102.84,231,133,9.98809584,30.6,48.5,161.4734717
REPLICATED TRIAL,2019,UIUC2019,10,5,10005,2,N3,WPLUS,PHHB9*PHR63,UIUC2,56,10-Jun,10/19/2019,1.9,1.95,99.88,113.25,248,123,9.3439952,33.2,56,145.40123
REPLICATED TRIAL,2019,UIUC2019,10,9,10009,2,N3,WPLUS,PHP38*Q381,UIUC6,58,10-Jun,10/19/2019,1.9,1.94,91.7,101.83,235,109,7.20304096,24.8,58.8,126.180643
REPLICATED TRIAL,2019,UIUC2019,10,13,10013,2,N3,WPLUS,PHHB9*PHW30,UIUC3,69,10-Jun,10/19/2019,1.9,1.95,91.83,96.25,291,129,8.72257416,28.9,56.3,144.4685396
REPLICATED TRIAL,2019,UIUC2019,10,17,10017,2,N3,WPLUS,PHHB9*PHM49,UIUC1,69,10-Jun,10/19/2019,1.9,1.95,105,96,241,119,9.7068688,35,52.4,146.9777273
REPLICATED TRIAL,2019,UIUC2019,10,21,10021,2,N3,WPLUS,PHHB9*PHZ51,UIUC4,69,10-Jun,10/19/2019,1.87,1.94,97.74,86,280,143,10.92249536,30,54.8,178.1061518
REPLICATED TRIAL,2019,UIUC2019,10,25,10025,2,N3,WPLUS,59R5,CHECK,68,10-Jun,10/19/2019,1.91,1.95,90.78,101.59,272,128,10.11963752,26.6,60.9,173.0294502
REPLICATED TRIAL,2019,UIUC2019,10,29,10029,2,N3,WPLUS,17.2B24,ORG4,62,10-Jun,10/19/2019,1.91,1.94,87.48,103.08,230,138,9.92912888,32.7,49.6,155.6629381
REPLICATED TRIAL,2019,UIUC2019,10,33,10033,2,N3,WPLUS,17.461,ORG1,56,10-Jun,10/19/2019,1.91,1.94,84.16,112.59,241,125,7.711064,25.9,53.8,133.1041287
REPLICATED TRIAL,2019,UIUC2019,10,37,10037,2,N3,WPLUS,PHW52*Q381,UIUC8,68,10-Jun,10/19/2019,1.85,1.92,90.61,114.42,245,124,9.78851536,26.3,60.8,168.0518609
REPLICATED TRIAL,2019,UIUC2019,10,41,10041,2,N3,WPLUS,PHW52*LH185,UIUC7,61,10-Jun,10/19/2019,1.83,1.9,110.23,114.33,280,123,11.02682152,31.3,59.5,176.4680528
REPLICATED TRIAL,2019,UIUC2019,11,5,11005,2,N1,WPLUS,PHW52*LH185,UIUC7,60,10-Jun,10/19/2019,1.91,1.95,103.73,105.25,258,131,5.94659112,27.9,58.5,99.87627904
REPLICATED TRIAL,2019,UIUC2019,11,9,11009,2,N1,WPLUS,PHW52*Q381,UIUC8,59,10-Jun,10/19/2019,1.89,1.93,77.61,101.17,214,100,5.6018612,25,58,97.87068289
REPLICATED TRIAL,2019,UIUC2019,11,13,11013,2,N1,WPLUS,59R5,CHECK,65,10-Jun,10/19/2019,1.91,1.96,105.23,99.42,267,127,5.00765568,24.8,57.7,87.72256292
REPLICATED TRIAL,2019,UIUC2019,11,17,11017,2,N1,WPLUS,PHHB9*PHW30,UIUC3,62,10-Jun,10/19/2019,1.93,1.97,104.9,82.67,262,129,6.60429952,25.8,59,114.1536173
REPLICATED TRIAL,2019,UIUC2019,11,21,11021,2,N1,WPLUS,PHHB9*PHZ51,UIUC4,68,10-Jun,10/19/2019,1.9,1.95,96.3,86.25,264,115,7.67024072,31.1,55.4,123.1082697
REPLICATED TRIAL,2019,UIUC2019,11,25,11025,2,N1,WPLUS,PHHB9*PHR63,UIUC2,64,10-Jun,10/19/2019,1.93,1.95,84.79,91.25,240,128,9.88376968,33.9,58.2,152.1889383
REPLICATED TRIAL,2019,UIUC2019,11,29,11029,2,N1,WPLUS,PHP38*Q381,UIUC6,61,10-Jun,10/19/2019,1.88,1.93,84.01,110.09,239,117,7.49787576,24.6,58.7,131.6947909
REPLICATED TRIAL,2019,UIUC2019,11,33,11033,2,N1,WPLUS,17.2B24,ORG4,66,10-Jun,10/19/2019,1.91,1.94,75.41,95.67,225,130,8.0966172,31.7,46.5,128.820008
REPLICATED TRIAL,2019,UIUC2019,11,37,11037,2,N1,WPLUS,17.461,ORG1,58,10-Jun,10/19/2019,1.91,1.94,88.08,107.17,242,136,6.51811704,23.4,54.7,116.3080931
REPLICATED TRIAL,2019,UIUC2019,11,41,11041,2,N1,WPLUS,PHHB9*PHM49,UIUC1,62,10-Jun,10/19/2019,1.88,1.93,89.04,100.67,241,112,8.49124224,31.3,59.7,135.8898374
REPLICATED TRIAL,2019,UIUC2019,14,5,14005,3,N3,WPLUS,PHP38*Q381,UIUC6,61,10-Jun,10/19/2019,1.84,1.91,90.64,104.5,254,126,8.04218616,22.1,61.5,145.9387395
REPLICATED TRIAL,2019,UIUC2019,14,9,14009,3,N3,WPLUS,17.2B24,ORG4,56,10-Jun,10/19/2019,1.92,1.95,90.9,100.75,225,121,8.16919192,29.9,49,133.4000918
REPLICATED TRIAL,2019,UIUC2019,14,13,14013,3,N3,WPLUS,PHW52*Q381,UIUC8,67,10-Jun,10/19/2019,1.89,1.94,105.32,102.33,244,111,9.24874088,24.1,59.8,163.5247144
REPLICATED TRIAL,2019,UIUC2019,14,17,14017,3,N3,WPLUS,59R5,CHECK,53,10-Jun,10/19/2019,1.85,1.94,115.88,103.25,277,117,8.52299368,25.1,61.1,148.7075421
REPLICATED TRIAL,2019,UIUC2019,14,21,14021,3,N3,WPLUS,PHHB9*PHR63,UIUC2,70,10-Jun,10/19/2019,1.92,1.95,86.28,96,250,117,9.55718344,33,58,149.1639021
REPLICATED TRIAL,2019,UIUC2019,14,25,14025,3,N3,WPLUS,PHHB9*PHW30,UIUC3,72,10-Jun,10/19/2019,1.9,1.95,89.78,110.17,291,147,11.04042928,25.9,58.1,190.5737937
REPLICATED TRIAL,2019,UIUC2019,14,29,14029,3,N3,WPLUS,PHHB9*PHZ51,UIUC4,67,10-Jun,10/19/2019,1.84,1.91,105.12,102.17,302,150,10.80002552,26.2,59.6,185.6693234
REPLICATED TRIAL,2019,UIUC2019,14,33,14033,3,N3,WPLUS,PHW52*LH185,UIUC7,64,10-Jun,10/19/2019,1.84,1.93,112.1,98.17,262,142,8.50031408,28.2,59.4,142.1734259
REPLICATED TRIAL,2019,UIUC2019,14,37,14037,3,N3,WPLUS,PHHB9*PHM49,UIUC1,66,10-Jun,10/19/2019,1.85,1.92,92.27,101.83,269,120,11.31258448,34.5,58.4,172.6084874
REPLICATED TRIAL,2019,UIUC2019,14,41,14041,3,N3,WPLUS,17.461,ORG1,68,10-Jun,10/19/2019,1.88,1.94,96.7,97.67,248,130,8.3234132,27,54,141.5413477
REPLICATED TRIAL,2019,UIUC2019,16,5,16005,3,N1,WPLUS,PHW52*LH185,UIUC7,61,10-Jun,10/19/2019,1.82,1.9,98.88,109.33,263,133,6.99438864,28.5,58.4,116.4970192
REPLICATED TRIAL,2019,UIUC2019,16,9,16009,3,N1,WPLUS,PHW52*Q381,UIUC8,67,10-Jun,10/19/2019,1.89,1.93,86.37,92.17,225,110,6.7358412,26.8,58.2,114.8581805
REPLICATED TRIAL,2019,UIUC2019,16,13,16013,3,N1,WPLUS,17.461,ORG1,63,10-Jun,10/19/2019,1.92,1.95,90.33,98.59,243,128,3.91903488,25.3,51.6,68.19597485
REPLICATED TRIAL,2019,UIUC2019,16,17,16017,3,N1,WPLUS,PHHB9*PHW30,UIUC3,68,10-Jun,10/19/2019,1.9,1.94,93.77,97.59,268,130,6.92181392,26.4,59.5,118.6743183
REPLICATED TRIAL,2019,UIUC2019,16,21,16021,3,N1,WPLUS,PHHB9*PHM49,UIUC1,65,10-Jun,10/19/2019,1.95,1.97,88.22,80.09,225,112,5.61546896,36.1,50.5,83.58837848
REPLICATED TRIAL,2019,UIUC2019,16,25,16025,3,N1,WPLUS,PHHB9*PHZ51,UIUC4,58,10-Jun,10/19/2019,1.85,1.93,102.77,97.17,265,123,7.65663296,27.9,55.2,128.5973753
REPLICATED TRIAL,2019,UIUC2019,16,29,16029,3,N1,WPLUS,PHP38*Q381,UIUC6,63,10-Jun,10/19/2019,1.86,1.93,85.92,101,243,105,6.85377512,23.7,59.2,121.8185427
REPLICATED TRIAL,2019,UIUC2019,16,33,16033,3,N1,WPLUS,17.2B24,ORG4,64,10-Jun,10/19/2019,1.91,1.93,77,93.67,216,107,7.09417888,34.7,48.4,107.9131395
REPLICATED TRIAL,2019,UIUC2019,16,37,16037,3,N1,WPLUS,59R5,CHECK,65,10-Jun,10/19/2019,1.94,1.96,91.82,88.5,272,120,7.69292032,24.8,58.8,134.7621981
REPLICATED TRIAL,2019,UIUC2019,16,41,16041,3,N1,WPLUS,PHHB9*PHR63,UIUC2,69,10-Jun,10/19/2019,1.91,1.94,92.54,102.17,234,104,9.33945928,31.8,59.3,148.3764988
REPLICATED TRIAL,2019,UIUC2019,17,5,17005,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,70,10-Jun,10/19/2019,1.86,1.93,87.5,95.84,285,146,8.84957992,26.5,57.2,151.5196666
REPLICATED TRIAL,2019,UIUC2019,17,9,17009,3,N2,WPLUS,PHHB9*PHW30,UIUC3,66,10-Jun,10/19/2019,1.88,1.93,76.62,111.34,277,133,9.05369632,26.4,56.9,155.2253862
REPLICATED TRIAL,2019,UIUC2019,17,13,17013,3,N2,WPLUS,17.461,ORG1,64,10-Jun,10/19/2019,1.92,1.94,84.12,103.67,230,135,5.3070264,25.8,53.9,91.73058531
REPLICATED TRIAL,2019,UIUC2019,17,17,17017,3,N2,WPLUS,59R5,CHECK,63,10-Jun,10/19/2019,1.93,1.96,93.68,86.42,266,123,7.19850504,24.4,59.5,126.7719352
REPLICATED TRIAL,2019,UIUC2019,17,21,17021,3,N2,WPLUS,17.2B24,ORG4,61,10-Jun,10/19/2019,1.95,1.97,98.48,78.17,227,116,5.97380664,32.2,49.5,94.34955724
REPLICATED TRIAL,2019,UIUC2019,17,25,17025,3,N2,WPLUS,PHW52*Q381,UIUC8,60,10-Jun,10/19/2019,1.89,1.93,90.05,119.67,244,108,8.6636072,28.7,58.1,143.8955272
REPLICATED TRIAL,2019,UIUC2019,17,29,17029,3,N2,WPLUS,PHHB9*PHR63,UIUC2,62,10-Jun,10/19/2019,1.89,1.93,81.46,98.34,255,125,11.05857296,36.1,57.3,164.6110394
REPLICATED TRIAL,2019,UIUC2019,17,33,17033,3,N2,WPLUS,PHP38*Q381,UIUC6,61,10-Jun,10/19/2019,1.88,1.91,83.39,109.25,236,118,8.41866752,25.9,59.5,145.31839
REPLICATED TRIAL,2019,UIUC2019,17,37,17037,3,N2,WPLUS,PHW52*LH185,UIUC7,56,10-Jun,10/19/2019,1.88,1.94,115.2,106.67,261,138,9.752228,29.9,58.4,159.250526
REPLICATED TRIAL,2019,UIUC2019,17,41,17041,3,N2,WPLUS,PHHB9*PHM49,UIUC1,65,10-Jun,10/19/2019,1.89,1.92,98.8,102.84,245,121,9.75676392,36.4,56.1,144.551274
REPLICATED TRIAL,2019,UIUC2019,20,5,20005,4,N3,WPLUS,59R5,CHECK,59,10-Jun,10/19/2019,1.87,1.93,83.83,111.92,276,120,8.13290456,26.3,59.1,139.62789
REPLICATED TRIAL,2019,UIUC2019,20,9,20009,4,N3,WPLUS,PHHB9*PHW30,UIUC3,66,10-Jun,10/19/2019,1.84,1.92,97.62,115.08,279,135,8.8677236,24.8,58.3,155.3420385
REPLICATED TRIAL,2019,UIUC2019,20,13,20013,4,N3,WPLUS,17.2B24,ORG4,56,10-Jun,10/19/2019,1.88,1.93,86.24,99.34,225,117,6.20513856,31.2,49.8,99.44865944
REPLICATED TRIAL,2019,UIUC2019,20,17,20017,4,N3,WPLUS,PHHB9*PHR63,UIUC2,66,10-Jun,10/19/2019,1.91,1.95,99.42,93.33,244,126,9.90644928,35.3,58.6,149.307393
REPLICATED TRIAL,2019,UIUC2019,20,21,20021,4,N3,WPLUS,PHW52*LH185,UIUC7,54,10-Jun,10/19/2019,1.86,1.92,91.19,100.67,228,112,8.01497064,32.6,54.6,125.8406184
REPLICATED TRIAL,2019,UIUC2019,20,25,20025,4,N3,WPLUS,PHW52*Q381,UIUC8,69,10-Jun,10/19/2019,1.88,1.93,83.33,101.25,214,102,7.2121128,28.4,57.5,120.2913903
REPLICATED TRIAL,2019,UIUC2019,20,29,20029,4,N3,WPLUS,PHHB9*PHZ51,UIUC4,65,10-Jun,10/19/2019,1.86,1.91,90.03,96.17,280,142,9.87469784,29.5,54.5,162.1705328
REPLICATED TRIAL,2019,UIUC2019,20,33,20033,4,N3,WPLUS,PHP38*Q381,UIUC6,51,10-Jun,10/19/2019,1.89,1.92,88.8,95.25,225,114,7.2121128,25.2,58.6,125.6675418
REPLICATED TRIAL,2019,UIUC2019,20,37,20037,4,N3,WPLUS,17.461,ORG1,58,10-Jun,10/19/2019,1.9,1.94,99.1,97.5,245,123,6.97170904,26.2,55.1,119.854578
REPLICATED TRIAL,2019,UIUC2019,20,41,20041,4,N3,WPLUS,PHHB9*PHM49,UIUC1,65,10-Jun,10/19/2019,1.86,1.92,76.03,104.42,239,114,11.3398,37.7,49.5,164.570676
REPLICATED TRIAL,2019,UIUC2019,21,5,21005,4,N1,WPLUS,PHHB9*PHM49,UIUC1,54,10-Jun,10/19/2019,1.93,1.94,69.62,90.25,218,106,6.4183268,34.9,57.6,97.33338473
REPLICATED TRIAL,2019,UIUC2019,21,9,21009,4,N1,WPLUS,PHW52*LH185,UIUC7,58,10-Jun,10/19/2019,1.92,1.94,85.76,89.75,216,115,4.93054504,27.9,55.9,82.8112245
REPLICATED TRIAL,2019,UIUC2019,21,13,21013,4,N1,WPLUS,PHP38*Q381,UIUC6,61,10-Jun,10/19/2019,1.95,1.96,71.93,82.25,199,101,2.64897728,24.4,55.6,46.65079404
REPLICATED TRIAL,2019,UIUC2019,21,17,21017,4,N1,WPLUS,59R5,CHECK,60,10-Jun,10/19/2019,1.95,1.97,71.07,72.09,230,109,4.94868872,25.7,59.2,85.65208947
REPLICATED TRIAL,2019,UIUC2019,21,21,21021,4,N1,WPLUS,17.461,ORG1,54,10-Jun,10/19/2019,1.96,1.98,95.85,75.5,199,92,2.1772416,23.8,46.6,38.64742885
REPLICATED TRIAL,2019,UIUC2019,21,25,21025,4,N1,WPLUS,PHHB9*PHW30,UIUC3,66,10-Jun,10/19/2019,1.91,1.95,93.31,86,240,113,7.03974784,31.1,55.9,112.9887845
REPLICATED TRIAL,2019,UIUC2019,21,29,21029,4,N1,WPLUS,PHHB9*PHZ51,UIUC4,59,10-Jun,10/19/2019,1.92,1.95,76.48,76.59,232,104,5.61093304,35.4,53.2,84.43579859
REPLICATED TRIAL,2019,UIUC2019,21,33,21033,4,N1,WPLUS,17.2B24,ORG4,53,10-Jun,10/19/2019,1.96,1.97,77.4,65.09,190,100,3.628736,32.4,44.1,57.14274257
REPLICATED TRIAL,2019,UIUC2019,21,37,21037,4,N1,WPLUS,PHW52*Q381,UIUC8,64,10-Jun,10/19/2019,1.93,1.94,82.79,91.67,213,93,6.38657536,28.1,58.3,106.9685091
REPLICATED TRIAL,2019,UIUC2019,21,41,21041,4,N1,WPLUS,PHHB9*PHR63,UIUC2,63,10-Jun,10/19/2019,1.94,1.96,82.52,78,215,93,6.15524344,37.8,54.3,89.18557774
REPLICATED TRIAL,2019,UIUC2019,23,5,23005,4,N2,WPLUS,PHHB9*PHW30,UIUC3,62,10-Jun,10/19/2019,1.93,1.97,94.55,80.17,260,132,7.17582544,29,55.9,118.683194
REPLICATED TRIAL,2019,UIUC2019,23,9,23009,4,N2,WPLUS,59R5,CHECK,68,10-Jun,10/19/2019,1.91,1.94,90.92,89.08,241,109,4.82621888,25.1,58.3,84.20693176
REPLICATED TRIAL,2019,UIUC2019,23,13,23013,4,N2,WPLUS,PHHB9*PHM49,UIUC1,65,10-Jun,10/19/2019,1.93,1.96,84.52,80.5,213,105,5.56557384,32.9,56.9,86.99443674
REPLICATED TRIAL,2019,UIUC2019,23,17,23017,4,N2,WPLUS,17.2B24,ORG4,54,10-Jun,10/19/2019,1.93,1.96,97.32,92,193,96,3.74666992,29.4,47,61.61821965
REPLICATED TRIAL,2019,UIUC2019,23,21,23021,4,N2,WPLUS,PHW52*LH185,UIUC7,67,10-Jun,10/19/2019,1.9,1.94,95.92,81.92,215,85,3.61966416,31,52.2,58.18035672
REPLICATED TRIAL,2019,UIUC2019,23,25,23025,4,N2,WPLUS,17.461,ORG1,58,10-Jun,10/19/2019,1.92,1.95,78.75,85.17,233,130,3.34750896,24.6,50.7,58.79658541
REPLICATED TRIAL,2019,UIUC2019,23,29,23029,4,N2,WPLUS,PHP38*Q381,UIUC6,64,10-Jun,10/19/2019,1.88,1.93,76.48,93.33,218,108,4.195726,25.3,61.7,73.01073696
REPLICATED TRIAL,2019,UIUC2019,23,33,23033,4,N2,WPLUS,PHHB9*PHR63,UIUC2,60,10-Jun,10/19/2019,1.93,1.95,83.26,85.83,215,105,5.81051352,30.4,51.6,94.20691171
REPLICATED TRIAL,2019,UIUC2019,23,37,23037,4,N2,WPLUS,PHW52*Q381,UIUC8,65,10-Jun,10/19/2019,1.93,1.96,86.05,88.92,238,95,5.4204244,26.4,59.2,92.9330343
REPLICATED TRIAL,2019,UIUC2019,23,41,23041,4,N2,WPLUS,PHHB9*PHZ51,UIUC4,64,10-Jun,10/19/2019,1.91,1.95,87.67,85.67,252,121,6.49543744,27.1,54.7,110.3049352
REPLICATED TRIAL,2020,UIUC2020,14,5,14005,3,N2,WMINUS,PHHB9*PHM49,UIUC1,53,5/11/2020,10/7/2020,1.862905838,1.901957317,51.26911019,95.83333333,203.6666667,95.66666667,12.21,20.8,51.8,102.1800507
REPLICATED TRIAL,2020,UIUC2020,14,9,14009,3,N2,WMINUS,PHHB9*PHR63,UIUC2,67,5/11/2020,10/7/2020,1.953208205,1.958446005,57.86305557,80.83333333,190.6666667,95.33333333,8.57,20.3,51.9,72.17128064
REPLICATED TRIAL,2020,UIUC2020,14,13,14013,3,N2,WMINUS,PHP38*Q381,UIUC6,56,5/11/2020,10/7/2020,1.930863376,1.94559551,47.05974409,88.58333333,184,90,6.25,12.8,59.8,57.58664413
REPLICATED TRIAL,2020,UIUC2020,14,17,14017,3,N2,WMINUS,PHW52*Q381,UIUC8,63,5/11/2020,10/7/2020,1.930268961,1.938461889,55.17388162,76.66666667,178.3333333,92.33333333,8.75,14.7,57.9,78.86464497
REPLICATED TRIAL,2020,UIUC2020,14,21,14021,3,N2,WMINUS,59R5,CHECK,62,5/11/2020,10/7/2020,1.931635285,1.945215184,51.55441588,90.33333333,187.3333333,82.66666667,7.79,13.9,58.6,70.87056213
REPLICATED TRIAL,2020,UIUC2020,14,25,14025,3,N2,WMINUS,17.2B24,ORG4,53,5/11/2020,10/7/2020,1.912562978,1.929726156,55.62615916,91.41666667,172.3333333,82.33333333,7.11,19.4,51.6,60.5521978
REPLICATED TRIAL,2020,UIUC2020,14,29,14029,3,N2,WMINUS,17.461,ORG1,49,5/11/2020,10/7/2020,1.929164485,1.941174374,51.06118462,92,191.6666667,88.33333333,7.3,15.2,56.6,65.40997464
REPLICATED TRIAL,2020,UIUC2020,14,33,14033,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,35,5/11/2020,10/7/2020,1.86447368,1.905979351,61.14050211,112.6666667,203,85,8.62,14.4,57.8,77.96618766
REPLICATED TRIAL,2020,UIUC2020,14,37,14037,3,N2,WMINUS,PHHB9*PHW30,UIUC3,11,5/11/2020,10/7/2020,1.854850751,1.915645973,46.15274737,82.66666667,196.6666667,81.66666667,NA,NA,NA,NA
REPLICATED TRIAL,2020,UIUC2020,14,41,14041,3,N2,WMINUS,PHW52*LH185,UIUC7,13,5/11/2020,10/7/2020,1.828417782,1.898374614,43.29826793,142.0833333,190.3333333,88.33333333,3.56,12.7,58.3,32.83896872
REPLICATED TRIAL,2020,UIUC2020,15,5,15005,3,N2,WPLUS,PHHB9*PHM49,UIUC1,55,5/11/2020,10/7/2020,1.920176833,1.935122941,49.04818109,87.16666667,191.6666667,93.33333333,1.66,7.12,62.6,16.29129332
REPLICATED TRIAL,2020,UIUC2020,15,9,15009,3,N2,WPLUS,PHHB9*PHR63,UIUC2,60,5/11/2020,10/7/2020,1.928675481,1.945886169,52.43302527,83.66666667,185,90,1.85,7.56,62.3,18.06994928
REPLICATED TRIAL,2020,UIUC2020,15,13,15013,3,N2,WPLUS,PHP38*Q381,UIUC6,38,5/11/2020,10/7/2020,1.931822126,1.943587469,50.32735337,86.75,161.3333333,78.33333333,2.33,11,59.3,21.91145393
REPLICATED TRIAL,2020,UIUC2020,15,17,15017,3,N2,WPLUS,PHW52*Q381,UIUC8,45,5/11/2020,10/7/2020,1.931714922,1.944707321,49.9093974,85.75,159,75,2.73,8.58,62.3,26.37115385
REPLICATED TRIAL,2020,UIUC2020,15,21,15021,3,N2,WPLUS,59R5,CHECK,45,5/11/2020,10/7/2020,1.925317637,1.944407029,54.17704903,83.83333333,182.6666667,90,3.29,10.9,60.2,30.97411243
REPLICATED TRIAL,2020,UIUC2020,15,25,15025,3,N2,WPLUS,17.2B24,ORG4,37,5/11/2020,10/7/2020,1.93741062,1.955215975,48.924708,86.125,174,94.33333333,1.74,11.1,58.5,16.34467456
REPLICATED TRIAL,2020,UIUC2020,15,29,15029,3,N2,WPLUS,17.461,ORG1,41,5/11/2020,10/7/2020,1.959409022,1.960294979,59.60865984,81.16666667,162.6666667,83.33333333,NA,NA,NA,NA
REPLICATED TRIAL,2020,UIUC2020,15,33,15033,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,14,5/11/2020,10/7/2020,1.861172117,1.907833887,50.08333102,117.0833333,181.6666667,100,NA,NA,NA,NA
REPLICATED TRIAL,2020,UIUC2020,15,37,15037,3,N2,WPLUS,PHHB9*PHW30,UIUC3,27,5/11/2020,10/7/2020,1.95332045,1.961271936,56.02645541,89.5,174,76.66666667,NA,NA,NA,NA
REPLICATED TRIAL,2020,UIUC2020,15,41,15041,3,N2,WPLUS,PHW52*LH185,UIUC7,28,5/11/2020,10/7/2020,1.897452742,1.923045068,54.97849025,99.08333333,203.3333333,98.33333333,4.09,12.9,58.3,37.64148352
REPLICATED TRIAL,2020,UIUC2020,16,5,16005,3,N1,WPLUS,PHHB9*PHW30,UIUC3,66,5/11/2020,10/7/2020,1.969295683,1.970359937,53.94281393,72.58333333,178.3333333,83.33333333,NA,NA,NA,NA
REPLICATED TRIAL,2020,UIUC2020,16,9,16009,3,N1,WPLUS,PHW52*LH185,UIUC7,33,5/11/2020,10/7/2020,1.925596389,1.941864518,48.61689383,88.58333333,166.6666667,73.33333333,NA,NA,NA,NA
REPLICATED TRIAL,2020,UIUC2020,16,13,16013,3,N1,WPLUS,PHHB9*PHM49,UIUC1,23,5/11/2020,10/7/2020,1.944568277,1.951482145,50.74469099,89,165,70,1.14,5.86,62.6,11.33977177
REPLICATED TRIAL,2020,UIUC2020,16,17,16017,3,N1,WPLUS,PHHB9*PHR63,UIUC2,59,5/11/2020,10/7/2020,1.95546606,1.960694368,58.25589266,77,158.3333333,66.66666667,2.1,8.48,61.6,20.30769231
